rid	qln	items
A10V98RI27MO5X	50	['B00CCEJ6MK']
A10VCQU460K1VT	1	['B005JHIYLG', 'B0059DLLJC', 'B005SUHPO6']
A10VNP8EKLZ9NZ	1	['B00B9AS80E']
A10VNP8EKLZ9NZ	27	['B003DM4KLW']
A10VQEU8GLDSQ0	1	['B009LXY59E', 'B00A6WWPAK']
A10VQEU8GLDSQ0	19	['B00A6WWPAK']
A10VQEU8GLDSQ0	23	['B00A6WWPAK']
A10VRI4T88AZS0	12	['B003QXNA28']
A10W34JB8M3UU8	1	['B0018LJM5E']
A10W34JB8M3UU8	12	['B00G9Q8A6U']
A10W7D1W5M4CHE	10	['B001XXUOQI']
A10WDFATBONCAA	1	['B0096XAUSY', 'B005MGUTW6', 'B006WGHYI2']
A10WDFATBONCAA	10	['B005FUNYSA']
A10WDFATBONCAA	12	['B00554NHVU']
A10WDFATBONCAA	26	['B0096XAUSY']
A10WE6XS7WJY4A	1	['B007P84VGY', 'B007V7XOSK']
A10WI3EOAKK0WS	1	['B00BHIBXZK']
A10WSFMP1264C6	1	['B00BJVANUQ']
A10WSFMP1264C6	10	['B00741DPQY']
A10WUW6YJNFAMN	27	['B00HIIU5MK']
A10X1U5QPFJTGK	26	['B00G3GPHAS']
A10X3LMQ0D780	1	['B008L73Y3Y']
A10X9ME6R66JDX	1	['B00993E7PI']
A10X9P2R0YU2R0	27	['B009CNP57O']
A10XDLC8AII00M	1	['B0094CX0PW', 'B009ATUUYS']
A10XDLC8AII00M	55	['B009ATUUYS']
A10XEHIRVXJH76	1	['B000CC9OJO', 'B00BV96VDY']
A10XEHIRVXJH76	12	['B00CK8XOAI']
A10XR4DJ1LR6QX	1	['B005G0QVYI', 'B004BWKIRI', 'B0070NAFKA']
A10XR4DJ1LR6QX	11	['B004BWKIRI']
A10XR4DJ1LR6QX	12	['B003RZTCWC', 'B0041V15OO']
A10Y5RD8QNMHEZ	1	['B0093IHVJI', 'B005VNK7T0']
A10Y5RD8QNMHEZ	35	['B007ZXI5D4']
A10Y8GBIO2AYL5	1	['B0089F5BI4']
A10Y8GBIO2AYL5	12	['B0067HR42M']
A10YCRIFU0X9ZM	22	['B007CBSBM4']
A10YHJQWUI42AD	1	['B00AK574JA']
A10YJ2R0KH8J5V	1	['B00DCIZJ5S', 'B009GX8RXY']
A10YK683DFIJQC	6	['B005FPT380']
A10YKN16JND3VQ	1	['B003EW6LWM']
A10YKN16JND3VQ	12	['B0092QSQ3Q', 'B00BPDYVDS']
A10YPSYGF650UQ	1	['B009B95KO2', 'B006USG7ZI']
A10YTT24P9KI84	1	['B009BRH55G']
A10YTT24P9KI84	13	['B005H3IGCY']
A10YTT24P9KI84	5	['B00BB5GQRE']
A10YTYX51E1BIR	13	['B004I5J20M']
A10YYZSMCYWGPK	1	['B00718Z20W']
A10YYZSMCYWGPK	17	['B001F2Q0BU']
A10Z3M8CU6U3CL	1	['B0096XAUSY']
A10Z3M8CU6U3CL	13	['B008QBFD2K']
A10Z3M8CU6U3CL	26	['B0096XAUSY']
A10ZABT29TF0F	17	['B00BUUBCCE']
A10ZABT29TF0F	5	['B007IMPTNQ']
A10ZBR6O8S8OCY	1	['B00HGZ247O']
A10ZBR6O8S8OCY	12	['B006LVZC7S']
A10ZFE6YE0UHW8	1	['B009T0Q57Y', 'B003SX0P1A']
A10ZFE6YE0UHW8	15	['B00F7ALJTY', 'B005GZI13C']
A10ZFE6YE0UHW8	17	['B00AAQGD9Q', 'B00DW1K35G', 'B00D64PN36']
A10ZFE6YE0UHW8	32	['B003SX0P1A']
A10ZFE6YE0UHW8	5	['B002D4IHYM', 'B008RZYN8A']
A10ZFE6YE0UHW8	6	['B00EVYGGY0']
A10ZGUVI9H944R	1	['B005LUBUT4']
A10ZGUVI9H944R	12	['B006JB6XH8']
A1101100SRBGC8	1	['B009IFU5P8']
A1101100SRBGC8	17	['B004LSN0GS']
A110E7QN2AV2F2	1	['B004YKNLE4', 'B00CBQZZJM']
A110G2E0P3Y7KB	12	['B00EO984NI']
A110G2E0P3Y7KB	15	['B00DQCUVPI']
A110G2E0P3Y7KB	31	['B00DQCUVPI']
A110JWGMSKTWN0	1	['B00CIEHZI6']
A110JWGMSKTWN0	26	['B00CIEHZI6']
A110NS7T7F4Z7A	1	['B005VIOB42', 'B004VN09LM', 'B005SUHPO6']
A110NS7T7F4Z7A	12	['B005ODC2JU']
A110PC8C5Y7MQD	1	['B001DUAQTQ', 'B001FVPU9O', 'B001CSKMDE']
A110PC8C5Y7MQD	26	['B001CSKMDE']
A110T9RC4SUJX4	1	['B00B2FJKBM', 'B005SUHPO6']
A110T9RC4SUJX4	13	['B005SVXCNI']
A110VKXAVLAYKY	5	['B00BS63EGM']
A110WOJSEHFKGF	1	['B0093CDLM0']
A110WOJSEHFKGF	22	['B0053N8UUG']
A110WOJSEHFKGF	5	['B002D4IHYM']
A111ALRR2GQN09	1	['B0056LGT44', 'B004L5QM8Y']
A111ALRR2GQN09	12	['B00CDWTQD0']
A111C1NEIQBHHO	1	['B00FJJ38HY']
A111C1NEIQBHHO	15	['B00HA88XHW']
A111CVE9JHVQAC	5	['B002D4IHYM']
A111FJVLOFXZYD	6	['B005LISQ0W']
A111Q8GAVAHH6M	1	['B00E3I483U']
A1129CFSELPD3W	12	['B001GL9A5S']
A1129CFSELPD3W	16	['B005HYU1YE']
A112EC059ZZTJF	1	['B00ESJGILE', 'B00ANALDWQ']
A112GI4Z2Q3YBX	12	['B00BSDSDSO']
A112GI4Z2Q3YBX	26	['B00BOYTSKY']
A112GI8CIS9ZJ8	22	['B002N5MF30']
A112GI8CIS9ZJ8	27	['B003SE6LD0']
A112GI8CIS9ZJ8	6	['B002UXQT2S']
A112TVZ2JF0UXR	1	['B00CCCDPP6', 'B00EMWMTVU']
A112W5RFQASG5E	1	['B00DVMZ07C', 'B00BCX2F5M']
A1134ZM69D5FAH	12	['B0084F4HY8']
A1134ZM69D5FAH	27	['B0055PH0XA']
A1134ZM69D5FAH	77	['B0055PH0XA']
A113EMF8GI6W2E	1	['B00CFVNXTC']
A113EMF8GI6W2E	10	['B006DQWIKK']
A113EMF8GI6W2E	12	['B0069Y5QVE']
A113EMF8GI6W2E	20	['B003X7RY06']
A113HJXC799GSR	10	['B00APLOM62']
A113HJXC799GSR	12	['B00B8P8IVO']
A113HJXC799GSR	15	['B005GZI13C']
A113HJXC799GSR	44	['B00B8P8IVO']
A113JO6XRAAV2A	1	['B00ACEOGJA']
A113QTP672EZS5	1	['B00A8VXWHE']
A1143YEAZYMYHJ	30	['B00JX4MD3G']
A1143YEAZYMYHJ	6	['B0060EKFYG']
A1149TY0BO9DR1	4	['B00979M0LW']
A114AXXFUCZ9C0	1	['B00CV11X84', 'B008LFTCAK']
A114AXXFUCZ9C0	11	['B00AHSWCVU']
A114AXXFUCZ9C0	12	['B008LFTCAK']
A114AXXFUCZ9C0	5	['B00CV11X84']
A114H4I0SPKEDT	0	['B008QW1S50']
A114H4I0SPKEDT	1	['B00ENOAYVY']
A114H4I0SPKEDT	27	['B004G1L52Q']
A114H4I0SPKEDT	47	['B005J2NHD6']
A114TOPX6HZW0	1	['B004BOWHZ2', 'B00BZGQ7ZA', 'B0056AV8JQ']
A114TOPX6HZW0	15	['B00DDTZN4S']
A114TRY13MLYXI	12	['B00521CUCI']
A114TRY13MLYXI	28	['B004ZSGAMU']
A11533OL7CCDPV	1	['B0069GQYYA', 'B009IFU5P8', 'B00713EB22']
A115CM92BCJL9S	1	['B0093IHVJI']
A115D58LOMV3BX	1	['B005SUHQOA', 'B005SUHPO6']
A115GM0PI28KP5	1	['B004M5KV3A', 'B004IAFTMM', 'B004NV8LUI', 'B00831QIF4', '7887421268']
A1162OPNGQ1SLB	27	['B009FFW8KQ', 'B00JNJPS4W']
A1162YPK0AI4CN	15	['B00563TSU4', 'B0013G8PTS']
A1162YPK0AI4CN	17	['B00FME4NAW']
A1162YPK0AI4CN	34	['B0013G8PTS']
A1165B5S9JAJWW	20	['B009B9YWB4']
A1166ELZFWJNU3	1	['B00771G040']
A1166ELZFWJNU3	26	['B00771G040']
A116B1ND1OH380	13	['B008QBFD2K']
A116CSDCRBMKCM	1	['B00ANALDWQ', 'B00I3UWD40', 'B009PSDOS8']
A116J8AUC3JSN2	135	['B00EOE6FUW']
A116J8AUC3JSN2	137	['B00EOE6FUW']
A116J8AUC3JSN2	140	['B00EOE6FUW']
A116J8AUC3JSN2	17	['B00EOE6FUW']
A116J8AUC3JSN2	6	['B005PUZO92']
A116K49GU3QGW9	1	['B00BUBBKTI', 'B005WL40DK']
A116K49GU3QGW9	28	['B00FM7R1WG']
A116K49GU3QGW9	38	['B00FM7R1WG']
A116KTK7QD0HWB	1	['B00AAT27SY']
A116VVCJ3NB6N	1	['B004886C1G']
A116VVCJ3NB6N	31	['B00BW0XZO0']
A116VVCJ3NB6N	6	['B0092KJ9BU']
A1171YMUSL0DJG	31	['B001GJECR6']
A1179NZQQZIPCP	1	['B008HU23PA', 'B008LFTCAK']
A1179NZQQZIPCP	12	['B008LFTCAK']
A117LA3RXR4IIC	1	['B00413NSUQ']
A117LA3RXR4IIC	28	['B004ZSGAMU', 'B004IS1PBS']
A117PEASIX5TJ	1	['B007PFYWLQ']
A117PEASIX5TJ	27	['B005C31G1W', 'B005GSST8G', 'B007FHCR20']
A1186CIH3QOUB7	1	['B0052QRMG2']
A1186CIH3QOUB7	12	['B007Z5Y702']
A1186VP35L3PE1	1	['B00F4AYI2M', 'B00BM9Q5N4']
A1186VP35L3PE1	109	['B00BM9Q5N4']
A1186VP35L3PE1	12	['B009P1B0PY']
A118UU6JEB7F0V	1	['B00FF4HHQG', 'B00GPD935E']
A118UU6JEB7F0V	12	['B00BZ03J98']
A118V341FMA1EL	1	['B009F7TJN8']
A118V341FMA1EL	15	['B00GN1YKBU']
A118V341FMA1EL	20	['B009ERXEDK']
A118V341FMA1EL	6	['B0092KJ9BU']
A118YBDXIQ7BDM	1	['B0062V037Q']
A118YBDXIQ7BDM	30	['B00GCLZJ1G']
A118ZMCBHUUTQV	6	['B006Z1NVFE']
A1199F18FO60D	1	['B005LVU37S']
A1199F18FO60D	13	['B008KY8PVO']
A119LFPW7P86JC	1	['B008LFTCAK', 'B004WIQW3U']
A119LFPW7P86JC	12	['B008LFTCAK', 'B004FSKVIE']
A119LFPW7P86JC	23	['B004WIQW3U']
A119LFPW7P86JC	4	['B00ABV1FJI']
A119VYVYAWTXVW	15	['B001AHU6QU']
A119VYVYAWTXVW	3	['B005LBEGAI', 'B0045KJAK2']
A119YSLCAGGM25	1	['B004AQLFRW']
A119YSLCAGGM25	6	['B0030C4K8I']
A11ADW43GOPVZB	1	['B008LFTCAK', 'B009WTMOTA']
A11ADW43GOPVZB	12	['B008LFTCAK']
A11AY95JUYHG86	1	['B00F02BOQM', 'B00DG2534W']
A11B4TUSRVFWHN	1	['B00APTSLDO', 'B0099YAWWO', 'B00ACCQB4U', 'B00APEIX5A']
A11B4TUSRVFWHN	11	['B00APTSLDO', 'B00ACCQB4U', 'B00APEIX5A']
A11B61QBGHLQDN	12	['B00BT8L2MW']
A11B61QBGHLQDN	17	['B00D64PN36', 'B00E2YI052']
A11BFT0XHRW1D8	1	['B0050I1MHC', 'B0090YGJ4I']
A11BFT0XHRW1D8	27	['B004G1L52Q']
A11BZY7WAK21O7	1	['B0002SYC5O']
A11BZY7WAK21O7	23	['B00CSJ50HY']
A11CIWA4UYKENH	1	['B0089F2ILM']
A11CIWA4UYKENH	12	['B00FAC57EM']
A11CORVF4RCHZA	1	['B009K6X35Y']
A11CORVF4RCHZA	20	['B009B9YWB4']
A11CV1DHWZRQTW	1	['B00BYJXGP2']
A11CV1DHWZRQTW	12	['B00BPDYVDS']
A11D3G7HUYW83T	1	['B00AJ34HQQ']
A11D3G7HUYW83T	12	['B009QUDLYW']
A11D3G7HUYW83T	14	['B009QUDLYW']
A11DD4ZAM7K801	1	['B005SUHRVC']
A11DHUQ2WB6JI7	1	['B00CMHRTSA', 'B00CSUTGUU', 'B00BZFPR3O']
A11DHUQ2WB6JI7	12	['B00EL94X72', 'B00BI3NL0E']
A11DHUQ2WB6JI7	14	['B00EL94X72']
A11DHUQ2WB6JI7	20	['B009AB557I']
A11DS1II7Z6R3H	1	['B004KAXK2Q']
A11DSY0LTIBIVI	12	['B00BT7RAPG']
A11DSY0LTIBIVI	14	['B00BT7RAPG']
A11DSY0LTIBIVI	17	['8288862993']
A11DSY0LTIBIVI	3	['B00C83SZ86']
A11DZF6VPHQY6Z	1	['B007406HOC', 'B005EGD2AU']
A11E09GIR0QHH0	1	['B006NMV59E', 'B0093IHYRC', 'B009VUGH34']
A11E09GIR0QHH0	11	['B0093IHYRC']
A11E09GIR0QHH0	12	['B00BT8L2MW']
A11E09GIR0QHH0	23	['B0093IHYRC']
A11E09GIR0QHH0	37	['B005NF5NTK']
A11E09GIR0QHH0	5	['B005NF5NTK']
A11E09GIR0QHH0	6	['B005PUZO92']
A11EBBIFJQVH4Q	1	['B004WIQW3U']
A11EBBIFJQVH4Q	15	['B00GN1YKBU']
A11EBBIFJQVH4Q	23	['B004WIQW3U']
A11EJIQUOLRL4S	1	['B0045IQKQQ']
A11EJIQUOLRL4S	20	['B004003HAG']
A11EXCS9G88U5F	1	['B00GPD93L8', 'B00DJ635R2']
A11EXCS9G88U5F	12	['B00B8P8IVO']
A11EXCS9G88U5F	44	['B00B8P8IVO']
A11EXFO14WEJM1	31	['B002M3TLLC']
A11EYMH9UV9XG7	1	['B00CIRLJPI', 'B0093VF79G']
A11EYMH9UV9XG7	32	['B00CIRLJPI']
A11EYMH9UV9XG7	6	['B005LISQ0W']
A11F60WDM4GB29	1	['B0053FPKAC', 'B008LFTCAK']
A11F60WDM4GB29	12	['B0050FXANY', 'B008LFTCAK']
A11FAIIH5KQGGU	1	['B0042TY68C', 'B004LOBXZ2', 'B00B087YQY']
A11FAIIH5KQGGU	12	['B003TML0V4']
A11FAIIH5KQGGU	6	['B000GAO9T2']
A11FEJGJ2YK25Z	1	['B00CKX9Q4Q', '7532385086']
A11FKMQJVYG51J	1	['B0018LJM5E', 'B00F6PN7ZY']
A11FKMQJVYG51J	12	['B00550DA5C']
A11FKMQJVYG51J	6	['B0043EV04E']
A11FP2U911TTXA	1	['B004I55PB2']
A11FP2U911TTXA	10	['B005FUNYSA']
A11FP2U911TTXA	15	['B00C40OG22']
A11FP2U911TTXA	27	['B006N0T674']
A11FWFZNI2VQT	1	['B00E92LJNM', 'B004I11TZC']
A11FWFZNI2VQT	145	['B00E92LJNM']
A11FWFZNI2VQT	5	['B007HUTXV8']
A11G0YXE3CSWZE	33	['B005ZSVZRY']
A11G0YXE3CSWZE	5	['B007WO5LF6']
A11G0YXE3CSWZE	6	['B001EMY4BY']
A11GJ1MCYDL3B1	1	['B005VNJH7I']
A11GJ1MCYDL3B1	12	['B001TC6NPE']
A11GJ1MCYDL3B1	17	['B005YW1O8Q']
A11GK9YLDSALE3	1	['B003UXCB5Q']
A11GK9YLDSALE3	106	['B009HK30V0']
A11GK9YLDSALE3	15	['B009HK30V0']
A11GK9YLDSALE3	17	['B009HK30V0']
A11GK9YLDSALE3	30	['B00A2V7LHC']
A11GWIO96MC9NK	1	['B00BYJXGP2']
A11GWIO96MC9NK	12	['B00BMIG4CC']
A11GWIO96MC9NK	15	['B00EK3UHS8']
A11GWIO96MC9NK	17	['B00EK3UHS8']
A11GWIO96MC9NK	5	['B00EK3UHS8']
A11H8J0EBXK0TK	1	['B004TSEC1W', 'B006JW3C4Y']
A11H8WQPK54XAM	1	['B003EW6LWM']
A11H8WQPK54XAM	12	['B0040I5CME']
A11HD68D6QXXQ6	1	['B00I3UWD7C', 'B005T0DMF6']
A11HD68D6QXXQ6	12	['B006EC5X6O']
A11HO9Q9LB8CNQ	1	['B00BJS9B98']
A11HO9Q9LB8CNQ	12	['B00BPDYVDS']
A11HO9Q9LB8CNQ	30	['B00CDZU40Q']
A11HUXTDXNOGTU	1	['B00993E7PI']
A11HUXTDXNOGTU	12	['B0092QSQ3Q']
A11HVIZCTWHF95	1	['B00AHSW9UY']
A11HVIZCTWHF95	11	['B00AHSW9UY']
A11HVIZCTWHF95	5	['B00A7BPMMS']
A11I1I9QLMAM1A	0	['B00HH7MAUW']
A11I1I9QLMAM1A	1	['B007L71GPS', 'B00BE6BNSM', 'B00ANALDWQ', 'B00CC1G0JK', 'B00EPLTC1I', 'B00EV8Y50S']
A11I1I9QLMAM1A	17	['B00D64PN36']
A11I1I9QLMAM1A	26	['B00BE6BNSM']
A11I1I9QLMAM1A	28	['B004LJ8N78', 'B004Y05F70', 'B008ZE7G3W']
A11I1I9QLMAM1A	38	['B004LJ8N78', 'B004Y05F70']
A11I1I9QLMAM1A	91	['B00BLTCZ70']
A11I9TGC1WKV2S	5	['B009TCUPIC']
A11IA6RD1S8H3V	9	['B005VNKB7S']
A11IFFCILZVAM9	1	['B00F8P9UFS', 'B004L2L6L0']
A11IFFCILZVAM9	6	['B000RUPEOA']
A11INHOF3V7U22	1	['B008LFTCAK']
A11INHOF3V7U22	12	['B008LFTCAK']
A11INHOF3V7U22	4	['B00ABV1FJI']
A11IUNXB6H5ZX6	1	['B004WXC4P0']
A11IUNXB6H5ZX6	12	['B003RZTCWC']
A11IW3NNICDT8I	1	['B00DCIZJ5S']
A11IW3NNICDT8I	31	['B00FZWP1SY']
A11IW93X1UMMVD	1	['B0032DQQX2']
A11IW93X1UMMVD	12	['B00ATWR0L6']
A11IXJ8M1JO296	1	['B0093IHVJI', 'B00A9LVA0Y', 'B0090YGJ4I', 'B004M5KV3A']
A11J1FHCK5U06J	1	['B00JLL8DMG', 'B00JLWFQHU']
A11J1FHCK5U06J	12	['B00KCZO2WK']
A11J1FHCK5U06J	17	['B00KHADRZS']
A11JEFCFYWYV4W	1	['B004XW1FVO', 'B0090YGJ4I']
A11JYON47SBFIK	3	['B00BW0X892']
A11JYON47SBFIK	6	['B000GAO9T2']
A11K2H9GKTHKIN	15	['B003UC93WQ']
A11K2H9GKTHKIN	20	['B009P16FKY']
A11K70GWSB7A5Z	17	['B00HFEJNNO']
A11KBTBHHNOPFQ	1	['B006FZ1SVO']
A11KL9IPFJPROP	1	['B0098FKIZU']
A11KL9IPFJPROP	5	['B00HCMZUZE']
A11KWCKXLU6GRV	1	['B009N5OX2E']
A11KZORG9IF4GJ	1	['B00GOGSPOW']
A11KZORG9IF4GJ	19	['B00GOGSPOW']
A11LC938XF35XN	1	['B00L3MNE2U', 'B00IO1Y4HW', 'B00J9LFBBY', 'B00I5RBHYI', 'B00I9KKAHQ', 'B00JLL8DMG']
A11LC938XF35XN	12	['B00KCZO2WK', 'B00IYX9K24']
A11LDXM7OP5AXR	1	['B0069V9PYG', 'B005OEG46Q', 'B0038YYSN0', 'B004MB66B0']
A11LIFTP3X8SVP	126	['B00EF1OGOG']
A11LIFTP3X8SVP	15	['B00EF1OGOG']
A11LIFTP3X8SVP	27	['B003SE6LD0']
A11LIFTP3X8SVP	37	['B00EF1OGOG']
A11LIFTP3X8SVP	5	['B00EF1OGOG']
A11LNPG39A2ZV4	1	['B004I8WD7S', 'B009B3TVX4']
A11LNPG39A2ZV4	27	['B00CO3HCSY']
A11LNPG39A2ZV4	6	['B00BWG4TUI', 'B0092KJ9BU', 'B005OW4AWS']
A11LT1YVM4CKYO	3	['B007PYW7AU']
A11M1TF2MK62QM	1	['B005AB9ENI', 'B005LUBUT4']
A11M5BLTR15QIP	1	['B004T06A9W', 'B00993E7PI']
A11M5BLTR15QIP	16	['B005KME38I']
A11MNLNFQQPA4B	10	['B00DVBB0XQ']
A11MRDZ8G3OC9A	1	['B005NJDYJM', 'B009VUGH34']
A11MRDZ8G3OC9A	12	['B00818EQ1M', 'B003TML0V4']
A11MSZMAFD9J2E	1	['B005EM7ZS4', 'B0083XTSAO']
A11MSZMAFD9J2E	26	['B0083XTSAO']
A11MXRD38EOSLK	1	['B00A7HQ9SI']
A11MXRD38EOSLK	12	['B005R5S14U']
A11N0XDM3F434J	1	['B007TRUW0A', 'B008YJ8BC8', 'B006YZWE6S']
A11NCQN1Q2IWT4	1	['B00CB56498']
A11NCQN1Q2IWT4	11	['B00CB56498']
A11NDWFPZE704P	1	['B0067MS3M2', 'B006VYPB8A']
A11NGQNCHES2J0	12	['B00E81PHF0']
A11NR4AJK9TNQM	1	['B006G8JZ06']
A11NR4AJK9TNQM	16	['B00F3ISEUC']
A11NUPA9PYL4BC	1	['B004WXC4P0']
A11NUPA9PYL4BC	6	['B001UCELX4']
A11NUYZ3Z3BRSU	1	['B00EB49CFU']
A11NUYZ3Z3BRSU	13	['B00GY6X9RK']
A11NUYZ3Z3BRSU	4	['B007425OQC']
A11O09HFDUW1IJ	4	['B00C1BPLAA']
A11OGQJRXF3ZQC	1	['B004TXRG4W', 'B004IK9GXK']
A11OGQJRXF3ZQC	12	['B004WXAEAM']
A11OGQJRXF3ZQC	3	['B007PYW7AU']
A11OH777695MM7	10	['B004Z27070']
A11OH777695MM7	12	['B005OTKTMQ', 'B009QUDLYW']
A11OH777695MM7	14	['B009QUDLYW']
A11OMA6L6E4AJC	1	['B005LVU37S']
A11OPVWSE8L9ON	22	['B0064R6VWO']
A11OPVWSE8L9ON	3	['B00CG5NN56']
A11OTLEDSW8ZXD	1	['B00ESJGM4W', 'B00DDVESKQ']
A11OTLEDSW8ZXD	15	['B00CKZ70TM']
A11OTLEDSW8ZXD	28	['B003NS3KBM']
A11OTLEDSW8ZXD	5	['B00HYIS4OK', 'B00B4FG068', 'B00FH669I4', 'B00E2TT8W6']
A11OY91XPI2CWZ	1	['B0089F2ILM']
A11OY91XPI2CWZ	12	['B0085GI1S4']
A11PV4TVZ0KPRT	1	['B0093IHVJI']
A11PV4TVZ0KPRT	10	['B00FYIB7EG']
A11PV4TVZ0KPRT	12	['B00BO2OU90']
A11PV4TVZ0KPRT	14	['B00BO2OU90']
A11Q38PO90AC0N	1	['B005SUHRVC', 'B00CFVNXTC']
A11Q38PO90AC0N	12	['B00HBFSCD4']
A11Q5VN62LUYD1	15	['B003UC93WQ']
A11Q8GL9FW7IGK	13	['B006JUBAFO']
A11Q8GL9FW7IGK	27	['B004G1L52Q']
A11Q8GL9FW7IGK	6	['B000HBMP82']
A11QC8XY4UEWI7	1	['B00CI8PTNA']
A11QC8XY4UEWI7	12	['B00C5SMPA8']
A11QC8XY4UEWI7	5	['B00B4FG068']
A11QDXTB14TD87	1	['B007JWWKMI', 'B00BZGQ7ZA']
A11QDXTB14TD87	26	['B007JWWKMI', 'B00BOYTSKY']
A11QDXTB14TD87	3	['B00AAJM81A']
A11QPLNB3RJBTS	1	['B008HU23PA']
A11QPLNB3RJBTS	13	['B008KY8PVO']
A11QRDUT3EV7IA	12	['B005OTKTMQ']
A11QRDUT3EV7IA	15	['B0013G8PTS']
A11QRDUT3EV7IA	26	['B003ZJGZ8O']
A11QRDUT3EV7IA	34	['B0013G8PTS']
A11QUAUB5A6CCZ	1	['B005LVU37S']
A11QUAUB5A6CCZ	12	['B005O50PPG']
A11R9EAK78NRH9	12	['B004A80KXK']
A11R9EAK78NRH9	16	['B004ZF0E16']
A11R9M441CIN3O	1	['B00APEIX5A']
A11R9M441CIN3O	11	['B00APEIX5A']
A11R9M441CIN3O	12	['B009BBD8RG']
A11RA494PYJR6T	1	['B00FORK3R4', 'B00AOCSFYC']
A11RDSKNP39PHC	1	['B00B5SCCOI', 'B00BUIG6OK']
A11RDSKNP39PHC	16	['B00CBSX5U6']
A11RDSKNP39PHC	31	['B00C6VP03I']
A11RLSRM2PC6EG	1	['B00BJN35SQ', 'B0055Q5F2W']
A11ROF3JTNFKUT	106	['B009HK30V0']
A11ROF3JTNFKUT	15	['B009HK30V0']
A11ROF3JTNFKUT	17	['B009HK30V0']
A11RPM2VJ1I2AL	1	['B008HU23PA']
A11RPM2VJ1I2AL	15	['B009SAG02A']
A11S67MWBRTDAL	1	['B006WU1IT4']
A11S67MWBRTDAL	12	['B003MIIRM0']
A11S6HSB2PKQH1	1	['B006B2VKLO']
A11SCKXOA73530	1	['B003B5YRZK']
A11SG57521POBX	27	['B003DM4KLW']
A11SMQSF252D1M	15	['B00B1V7PPK']
A11SOH2A91EOB6	17	['B00BUUBCCE']
A11SOH2A91EOB6	30	['B00EZW9UXW']
A11SRKJT04SKED	15	['B003UC93WQ']
A11SRKJT04SKED	26	['B0042DOOQ2']
A11SZ9DIKI1WL3	0	['B008QW1S50']
A11SZ9DIKI1WL3	1	['B004I11TZC']
A11SZ9DIKI1WL3	17	['B00F5XPCSC']
A11SZHAUH4WNLP	1	['B006671H0S']
A11SZHAUH4WNLP	12	['B003ZNNCJU']
A11T807LX2EF00	0	['B002BDU7U2']
A11T807LX2EF00	1	['B002BDU7U2', 'B005PVXKC4']
A11T807LX2EF00	17	['B004CLYIZG']
A11T807LX2EF00	31	['B002M3TLLC', 'B00ABDJ3YU']
A11T807LX2EF00	6	['B002PY7P2K', 'B007YYUUA0', 'B005FPT380']
A11T807LX2EF00	7	['B002PY7P2K']
A11U7BJTYTZL5V	1	['B0098FKHBU']
A11U7BJTYTZL5V	12	['B001U3O1ZG']
A11UBOQLKELJ9P	1	['B0054EBOIO']
A11UBOQLKELJ9P	4	['B003TGT48Q']
A11V0AME49T2H8	1	['B005SUHRVC', 'B00ABYX5S4', 'B00EPBHSSC']
A11V0AME49T2H8	11	['B00ABYX5S4']
A11V0AME49T2H8	12	['B00BJS9EFY']
A11V74XKBQYRN2	27	['B005C31G1W']
A11V79F4VHEJ0Z	1	['B0090E8LJY']
A11VKNGFZTOZOQ	1	['B00BV96VDY']
A11VOJ59P83DKU	1	['B005MGUTW6', 'B00BMCYYL6']
A11VOJ59P83DKU	30	['B00C6OLX8Q']
A11WBKXATJ0QRZ	4	['B005GCD3EM', 'B006JCQCK0', 'B006070Y9Y']
A11WG1Q70BHL1J	1	['B004M5KV3A', 'B004AJ8PG8', 'B007UZCHV8']
A11WG1Q70BHL1J	23	['B004AJ8PG8']
A11WRFYZ10K8F0	1	['B005SUHPO6', 'B004M5KV3A']
A11WRFYZ10K8F0	4	['B006KGNGQ8']
A11X7PM4O1U8T2	1	['B006GLR99M']
A11X7PM4O1U8T2	10	['B00741DPQY', 'B004W3LKZ0']
A11XAIFA10G7TS	31	['B002M3TLLC']
A11XB5CP2TCVGV	1	['B008LFTCAK']
A11XB5CP2TCVGV	12	['B008LFTCAK', 'B004FH8XYY']
A11XB5CP2TCVGV	22	['B004MOOWOU']
A11XLEETCGZNJG	1	['B00GSZILCU']
A11XLEETCGZNJG	10	['B005NG71K8']
A11XLEETCGZNJG	20	['B009GB6DBO']
A11XTBQ8BQ9RS1	1	['B006FZ2H4Q']
A11XUK95YZGUW7	1	['B006RC3L4M', 'B005UC13P4', 'B006RCGB76']
A11XXBN00PARN	1	['B008A0WPR8']
A11XXMTSJG9Y8H	1	['B00AG0D52O']
A11Y935X5S2MPW	1	['B003IVSDJ8']
A11Y9ESK1AWI1K	4	['B00CESN60M', 'B006JCQCK0', 'B00A2IDEBC']
A11YDI7AKTREDK	1	['B00AJ0QYAQ', 'B004WLXB0O']
A11YDI7AKTREDK	10	['B0073WVD7M']
A11YEFVUVOERA2	6	['B002RL8TFS']
A11YIDLENN53FX	1	['B00EHAD394']
A11YIDLENN53FX	27	['B0095Q5Y4M']
A11YOTONCPRQ9S	1	['B0075YBJXQ', 'B006EB6JZ4']
A11YOTONCPRQ9S	12	['B003RZTCWC']
A11YOUHCA2YSY8	1	['B00BW6GH76']
A11YOUHCA2YSY8	12	['B0098QUGHY']
A11YRHNJWS82KM	1	['B005ZA8RMS', 'B00ANGOICC']
